player_id,game_count,total_profit,avg_roi_%,avg_stake
Crystal Pollard,1,-51,-100.0,51.0
Crystal Rice,1,-51,-100.0,51.0
Crystal Robertson,2,98,96.08,51.0
Crystal Sims,2,98,96.08,51.0
Crystal Sparks,1,-51,-100.0,51.0
Crystal Taylor,32,-232,-14.22,51.0
Crystal White,1,-51,-100.0,51.0
Crystal Wilcox,4,-104,-50.98,51.0
Crystal Williams,1,49,96.08,51.0
Crystal Wilson,2,-2,-1.96,51.0
Curtis Adams,4,96,47.06,51.0
Curtis Alvarado,4,-4,-1.96,51.0
Curtis Baker,1,49,96.08,51.0
Curtis Davis,4,-4,-1.96,51.0
Curtis Dillon,7,-157,-43.98,51.0
Curtis Jones,1,49,96.08,51.0
Curtis King,1,-51,-100.0,51.0
Curtis Miller,1,49,96.08,51.0
Curtis Oconnell,12,288,47.06,51.0
Curtis Ramirez,15,335,43.79,51.0
Curtis Rodriguez,1,-51,-100.0,51.0
Curtis Thomas,3,-53,-34.64,51.0
Curtis Tran,1,49,96.08,51.0
Curtis Waters,5,145,56.86,51.0
Cynthia Acevedo,1,49,96.08,51.0
Cynthia Adams,4,-4,-1.96,51.0
Cynthia Baker,2,-2,-1.96,51.0
Cynthia Barry,4,-104,-50.98,51.0
Cynthia Burton,1,-51,-100.0,51.0
Cynthia Cain,2,-102,-100.0,51.0
Cynthia Campbell,7,-57,-15.97,51.0
Cynthia Carter,1,-51,-100.0,51.0
Cynthia Chan,3,-53,-34.64,51.0
Cynthia Chung,1,49,96.08,51.0
Cynthia Cook,5,-155,-60.78,51.0
Cynthia Cooper,1,-51,-100.0,51.0
Cynthia Deleon,4,-104,-50.98,51.0
Cynthia Evans,3,-53,-34.64,51.0
Cynthia Franklin,5,45,17.65,51.0
Cynthia Gonzalez,3,-153,-100.0,51.0
Cynthia Green,14,-414,-57.98,51.0
Cynthia Harvey,9,141,30.72,51.0
Cynthia Hill,3,-53,-34.64,51.0
Cynthia Howard,5,-55,-21.57,51.0
Cynthia Jimenez,1,49,96.08,51.0
Cynthia Johnson,3,47,30.72,51.0
Cynthia Jones,5,-55,-21.57,51.0
Cynthia Joseph,1,49,96.08,51.0
Cynthia Lane,3,47,30.72,51.0
Cynthia Lindsey,13,37,5.58,51.0
Cynthia Martin,7,43,12.04,51.0
Cynthia Matthews,2,98,96.08,51.0
Cynthia Morales,1,-51,-100.0,51.0
Cynthia Morgan,67,-1017,-29.76,51.0
Cynthia Murillo,2,98,96.08,51.0
Cynthia Myers,1,49,96.08,51.0
Cynthia Nichols,13,-163,-24.59,51.0
Cynthia Ortega,1,-51,-100.0,51.0
Cynthia Parks,2,-2,-1.96,51.0
Cynthia Ray,12,-212,-34.64,51.0
Cynthia Sanchez,1,-51,-100.0,51.0
Cynthia Scott,2,-2,-1.96,51.0
Cynthia Smith,69,-19,-0.54,51.0
Cynthia Soto,1,49,96.08,51.0
Cynthia Thornton,1,49,96.08,51.0
Cynthia Walker,5,-155,-60.78,51.0
Cynthia Wilson,24,-324,-26.47,51.0
Cynthia Wolfe,8,-108,-26.47,51.0
Cynthia Wong,12,-12,-1.96,51.0
Cynthia Wood,5,145,56.86,51.0
Daisy Jones,3,47,30.72,51.0
Daisy Porter,1,-51,-100.0,51.0
Dakota Brown,1,49,96.08,51.0
Dakota Carter,13,-563,-84.92,51.0
Dakota Ross,6,-106,-34.64,51.0
Dakota Sanchez,6,-106,-34.64,51.0
Dakota Shaw,2,-102,-100.0,51.0
Dakota Smith,65,-215,-6.49,51.0
Dakota Stephenson,3,-53,-34.64,51.0
Dale Armstrong,19,231,23.84,51.0
Dale Ayala,10,-310,-60.78,51.0
Dale Barton,2,-102,-100.0,51.0
Dale Bond,4,-104,-50.98,51.0
Dale Cooley,1,-51,-100.0,51.0
Dale Davis,15,135,17.65,51.0
Dale Henson,2,-102,-100.0,51.0
Dale Johnson,63,-913,-28.42,51.0
Dale Jones,1,-51,-100.0,51.0
Dale Kelley,1,-51,-100.0,51.0
Dale Martinez,1,-51,-100.0,51.0
Dale Sellers,1,-51,-100.0,51.0
Dale Walter,6,-6,-1.96,51.0
Dale Ward,5,45,17.65,51.0
Dale Welch,4,-204,-100.0,51.0
Dale White,3,47,30.72,51.0
Dalton Ellis,4,96,47.06,51.0
Dalton Garcia,12,-12,-1.96,51.0
Dalton Hampton,31,-181,-11.45,51.0
Dalton Klein,37,213,11.29,51.0
Dalton Martinez,1,-51,-100.0,51.0
Dalton Walker,4,96,47.06,51.0
Damon Hart,5,-55,-21.57,51.0
Damon Holland,214,-2214,-20.29,51.0
Damon Patel,124,-24,-0.38,51.0
Damon Peterson,6,-106,-34.64,51.0
Damon Vargas,8,-108,-26.47,51.0
Damon Walton,5,-55,-21.57,51.0
Dan Barron,2,-102,-100.0,51.0
Dan Brock,3,-53,-34.64,51.0
Dan Green,11,139,24.78,51.0
Dan Kennedy,1,-51,-100.0,51.0
Dan Levine,1,49,96.08,51.0
Dana Boyd,3,-53,-34.64,51.0
Dana Brown,4956,19644,7.77,51.0
Dana Bryant,2,-2,-1.96,51.0
Dana Campbell,1,-51,-100.0,51.0
Dana Cervantes,3,-53,-34.64,51.0
Dana Cook,247,-597,-4.74,51.0
Dana Cruz,11,-361,-64.35,51.0
Dana Dunlap,23,-273,-23.27,51.0
Dana Elliott,7,-157,-43.98,51.0
Dana Gardner,12,-212,-34.64,51.0
Dana Gomez,1,-51,-100.0,51.0
Dana Green,3,-53,-34.64,51.0
Dana Guzman,1,-51,-100.0,51.0
Dana Harrington,7,-57,-15.97,51.0
Dana Harris,9,-59,-12.85,51.0
Dana Hernandez,94,406,8.47,51.0
Dana Hogan,24,76,6.21,51.0
Dana Johnson,1,-51,-100.0,51.0
Dana Malone,27,-77,-5.59,51.0
Dana Marshall,1,-51,-100.0,51.0
Dana Miller,5,45,17.65,51.0
Dana Perez,5,45,17.65,51.0
Dana Smith,2,-2,-1.96,51.0
Dana Stanton,1,-51,-100.0,51.0
Dana Taylor,11,-161,-28.7,51.0
Dana Thornton,3,-53,-34.64,51.0
Dana Villa,18,-318,-34.64,51.0
Dana White,3,-153,-100.0,51.0
Dana Williams,17,-167,-19.26,51.0
Daniel Adams,2,-2,-1.96,51.0
Daniel Aguilar,1,-51,-100.0,51.0
Daniel Alexander,13,-163,-24.59,51.0
Daniel Allen,3,-53,-34.64,51.0
Daniel Armstrong,27,23,1.67,51.0
Daniel Baker,8,192,47.06,51.0
Daniel Beard,83,-433,-10.23,51.0
Daniel Beck,6,-6,-1.96,51.0
Daniel Berger,5,45,17.65,51.0
Daniel Blackburn,2,-102,-100.0,51.0
Daniel Brewer,41,-191,-9.13,51.0
Daniel Briggs MD,14,186,26.05,51.0
Daniel Brooks,6,94,30.72,51.0
Daniel Brown,205,45,0.43,51.0
Daniel Butler,33,217,12.89,51.0
Daniel Cain,2,98,96.08,51.0
Daniel Carpenter,3,-153,-100.0,51.0
Daniel Carr,1,-51,-100.0,51.0
Daniel Chambers,1,-51,-100.0,51.0
Daniel Clark,17,-67,-7.73,51.0
Daniel Clarke,2,-2,-1.96,51.0
Daniel Cobb,26,-826,-62.29,51.0
Daniel Collins,1,-51,-100.0,51.0
Daniel Contreras,557,-1407,-4.95,51.0
Daniel Cooper,1,-51,-100.0,51.0
Daniel Cruz,137,413,5.91,51.0
Daniel Curry,1,49,96.08,51.0
Daniel Daugherty,1,49,96.08,51.0
Daniel Davis,51,-401,-15.42,51.0
Daniel Delacruz,2,-102,-100.0,51.0
Daniel Deleon,1,-51,-100.0,51.0
Daniel Dougherty,4,-104,-50.98,51.0
Daniel Douglas,115,135,2.3,51.0
Daniel Drake,2,-102,-100.0,51.0
Daniel Duncan,73,-223,-5.99,51.0
Daniel Dunn,1,-51,-100.0,51.0
Daniel Durham,1,-51,-100.0,51.0
Daniel Edwards,23,-473,-40.32,51.0
Daniel Estrada,1,-51,-100.0,51.0
Daniel Evans,46,-46,-1.96,51.0
Daniel Foster,15,-465,-60.78,51.0
Daniel Fox,1,49,96.08,51.0
Daniel Garrett,3168,16132,9.98,51.0
Daniel Gonzalez,1,-51,-100.0,51.0
Daniel Hardy,1,49,96.08,51.0
Daniel Harper,2,-102,-100.0,51.0
Daniel Hart,1,49,96.08,51.0
Daniel Harvey,125,-775,-12.16,51.0
Daniel Hayes,20,-420,-41.18,51.0
Daniel Hernandez,17,33,3.81,51.0
Daniel Holloway Jr.,22,178,15.86,51.0
Daniel Howe,4,-4,-1.96,51.0
Daniel Howell,2,-2,-1.96,51.0
Daniel Hubbard,1,-51,-100.0,51.0
Daniel Huffman,2,-102,-100.0,51.0
Daniel Hughes,5,45,17.65,51.0
Daniel Jensen,3,-153,-100.0,51.0
Daniel Johnson,2,98,96.08,51.0
Daniel Jones,1,49,96.08,51.0
Daniel Kemp,1,-51,-100.0,51.0
Daniel Khan,1,-51,-100.0,51.0
Daniel King,2,-2,-1.96,51.0
Daniel Kirby,1,49,96.08,51.0
Daniel Lawrence,103,547,10.41,51.0
Daniel Lynch,60,240,7.84,51.0
Daniel Martinez,28,-28,-1.96,51.0
Daniel Mcdonald,11,-161,-28.7,51.0
Daniel Miller,13,237,35.75,51.0
Daniel Mitchell,81,69,1.67,51.0
Daniel Morales,1,-51,-100.0,51.0
Daniel Moran,1,-51,-100.0,51.0
Daniel Moreno,1,-51,-100.0,51.0
Daniel Munoz,15,235,30.72,51.0
Daniel Neal,13,-163,-24.59,51.0
Daniel Nixon,2,-102,-100.0,51.0
Daniel Olsen,1,49,96.08,51.0
Daniel Olson,1,-51,-100.0,51.0
Daniel Oneill,3,-53,-34.64,51.0
Daniel Orozco,1,-51,-100.0,51.0
Daniel Park,18,82,8.93,51.0
Daniel Parker,2,-2,-1.96,51.0
Daniel Pearson,20,-320,-31.37,51.0
Daniel Perkins,11,-261,-46.52,51.0
Daniel Porter,7,43,12.04,51.0
Daniel Powers,41,9,0.43,51.0
Daniel Ramos,4,-104,-50.98,51.0
Daniel Rodriguez,16,-116,-14.22,51.0
Daniel Ross,12,-12,-1.96,51.0
Daniel Rowland,8,192,47.06,51.0
Daniel Ruiz,10,-110,-21.57,51.0
Daniel Russell,1,-51,-100.0,51.0
Daniel Salas,114,186,3.2,51.0
Daniel Sanchez,1,-51,-100.0,51.0
Daniel Sanders,5,-155,-60.78,51.0
Daniel Saunders,2,-2,-1.96,51.0
Daniel Schmidt,4,-104,-50.98,51.0
Daniel Scott,32,68,4.17,51.0
Daniel Sherman,4,-204,-100.0,51.0
Daniel Skinner,7,-57,-15.97,51.0
Daniel Snyder,13,237,35.75,51.0
Daniel Stephens,14,86,12.04,51.0
Daniel Stokes,49,-799,-31.97,51.0
Daniel Taylor,2,-2,-1.96,51.0
Daniel Thompson,11,-261,-46.52,51.0
Daniel Tucker,1,-51,-100.0,51.0
Daniel Vargas,1,49,96.08,51.0
Daniel Vazquez,1,-51,-100.0,51.0
Daniel Velasquez,2,98,96.08,51.0
Daniel Walker,3,-153,-100.0,51.0
Daniel Ward,3,-53,-34.64,51.0
Daniel Weeks,11,-61,-10.87,51.0
Daniel White,2,-102,-100.0,51.0
Daniel Williams,1,-51,-100.0,51.0
Daniel Williamson,1,-51,-100.0,51.0
Daniel Wilson,21,-71,-6.63,51.0
Daniel Wolfe,2,-102,-100.0,51.0
Daniel Wood,11,-161,-28.7,51.0
Daniel Yu,4,-4,-1.96,51.0
Daniel Zimmerman,1,49,96.08,51.0
Danielle Anderson,3,-53,-34.64,51.0
Danielle Ballard,14,186,26.05,51.0
Danielle Bowers,7,-157,-43.98,51.0
Danielle Burke,2,-2,-1.96,51.0
Danielle Daniel,7,43,12.04,51.0
Danielle Delgado,6,-6,-1.96,51.0
Danielle English,1,-51,-100.0,51.0
Danielle Fisher,1,49,96.08,51.0
Danielle Ford,1,49,96.08,51.0
Danielle Foster,3,147,96.08,51.0
Danielle Francis,2,-102,-100.0,51.0
Danielle Gay,1,-51,-100.0,51.0
Danielle Gonzalez,4,-4,-1.96,51.0
Danielle Green,1,-51,-100.0,51.0
Danielle Hall,3,-53,-34.64,51.0
Danielle Harris,14,-314,-43.98,51.0
Danielle Hart,34,-334,-19.26,51.0
Danielle Hendrix,30,70,4.58,51.0
Danielle Herrera,5,45,17.65,51.0
Danielle Ho,4,-104,-50.98,51.0
Danielle Hughes,1,-51,-100.0,51.0
Danielle Hull,4,-4,-1.96,51.0
Danielle Jackson,5,145,56.86,51.0
Danielle Jacobs,2,-2,-1.96,51.0
Danielle Johnson,6,-6,-1.96,51.0
Danielle Kelly,1,-51,-100.0,51.0
Danielle Kennedy,1,-51,-100.0,51.0
Danielle Kramer DVM,8,92,22.55,51.0
Danielle Lopez,2,-2,-1.96,51.0
Danielle Mills,2,-102,-100.0,51.0
Danielle Moore,1,-51,-100.0,51.0
Danielle Morales,1,-51,-100.0,51.0
Danielle Morton,1,49,96.08,51.0
Danielle Munoz,1,49,96.08,51.0
Danielle Myers,1,-51,-100.0,51.0
Danielle Oliver,4,-4,-1.96,51.0
Danielle Perez,32,68,4.17,51.0
Danielle Peters,381,269,1.38,51.0
Danielle Prince,10,-10,-1.96,51.0
Danielle Ramirez,1,-51,-100.0,51.0
Danielle Reed,22,-22,-1.96,51.0
Danielle Reyes,2,-2,-1.96,51.0
Danielle Scott,1,49,96.08,51.0
Danielle Stanley,1,-51,-100.0,51.0
Danielle Stevens,1,49,96.08,51.0
Danielle Stevenson,1,-51,-100.0,51.0
Danielle Taylor,2,-2,-1.96,51.0
Danielle Travis,1,-51,-100.0,51.0
Danielle Wheeler,1,-51,-100.0,51.0
Danny Anderson,15,-65,-8.5,51.0
Danny Campos,1,-51,-100.0,51.0
Danny Clark,5,-155,-60.78,51.0
Danny Ferguson,10,-10,-1.96,51.0
Danny Holmes,1,-51,-100.0,51.0
Danny Hopkins,28,-328,-22.97,51.0
Danny Jacobson,1,-51,-100.0,51.0
Danny Johnston,35,-285,-15.97,51.0
Danny Jones,6,-6,-1.96,51.0
Danny Lee,3,-53,-34.64,51.0
Danny Lopez,3,47,30.72,51.0
Danny Luna,64,-164,-5.02,51.0
Danny Mccarthy,1,-51,-100.0,51.0
Danny Morton,16,284,34.8,51.0
Danny Patton,2,-102,-100.0,51.0
Danny Smith,2,-2,-1.96,51.0
Danny Thompson,1,49,96.08,51.0
Danny Whitehead,2,-102,-100.0,51.0
Danny Williams,1,-51,-100.0,51.0
Darin Glenn,129,-279,-4.24,51.0
Darius Delacruz,6,294,96.08,51.0
Darius Johnson,2,-102,-100.0,51.0
Darius Zuniga,6,-6,-1.96,51.0
Darlene Jones,3,47,30.72,51.0
Darlene Mayo,16,284,34.8,51.0
Darlene Miller,2,-2,-1.96,51.0
Darlene Romero,1,49,96.08,51.0
Darlene Schaefer,10,-10,-1.96,51.0
Darrell Adams,1,-51,-100.0,51.0
Darrell Burke,1,49,96.08,51.0
Darrell Campbell,5,-55,-21.57,51.0
Darrell Davis,17,-267,-30.8,51.0
Darrell Harrison,4,-104,-50.98,51.0
Darrell Jackson,1,-51,-100.0,51.0
Darrell Le,1,49,96.08,51.0
Darrell Marshall,59,-609,-20.24,51.0
Darrell Morris,3,-53,-34.64,51.0
Darrell Rivera,6,194,63.4,51.0
Darrell Sharp,1,-51,-100.0,51.0
Darrell Watts,204,-804,-7.73,51.0
Darrell Wright,19,-169,-17.44,51.0
Darren Bernard,1,-51,-100.0,51.0
Darren Carr,75,575,15.03,51.0
Darren Cummings,4,96,47.06,51.0
Darren Dyer,1,-51,-100.0,51.0
Darren Galloway,2,-102,-100.0,51.0
Darren Garcia,1,49,96.08,51.0
Darren Gay,15,335,43.79,51.0
Darren Harris,1,-51,-100.0,51.0
Darren Macdonald,1,49,96.08,51.0
Darren Reyes,10,-110,-21.57,51.0
Darren Robinson,1,49,96.08,51.0
Darryl Beck,14,-14,-1.96,51.0
Darryl Byrd,5,45,17.65,51.0
Darryl Evans,81,-31,-0.75,51.0
Daryl Huerta,1,-51,-100.0,51.0
Daryl Jackson,34,-434,-25.03,51.0
Daryl Li,23,127,10.83,51.0
Daryl Mckinney,34,-34,-1.96,51.0
Daryl Schmidt,7,43,12.04,51.0
Daryl Vasquez,1,49,96.08,51.0
Dave Hansen,2,-2,-1.96,51.0
Dave Mitchell,3,147,96.08,51.0
Dave Monroe,6,-106,-34.64,51.0
Dave Wilkinson,11,139,24.78,51.0
David Alexander,28,272,19.05,51.0
David Alvarez,1,-51,-100.0,51.0
David Anderson,12,-212,-34.64,51.0
David Arnold,13,-163,-24.59,51.0
David Baker,55,-805,-28.7,51.0
David Barr,13,-263,-39.67,51.0
David Barron,11,39,6.95,51.0
David Bartlett,20,-220,-21.57,51.0
David Bass,10,-210,-41.18,51.0
David Benitez,4,-4,-1.96,51.0
David Bennett,1,-51,-100.0,51.0
David Berry,33,117,6.95,51.0
David Best,5,45,17.65,51.0
David Bowman,1,-51,-100.0,51.0
David Branch,2,-2,-1.96,51.0
David Briggs,3,-153,-100.0,51.0
David Bright,2,-2,-1.96,51.0
David Brown,1,-51,-100.0,51.0
David Burgess,1,49,96.08,51.0
David Burns,8,292,71.57,51.0
David Burton,3,47,30.72,51.0
David Calderon,1,-51,-100.0,51.0
David Campbell,1,49,96.08,51.0
David Campos,2,-102,-100.0,51.0
David Carpenter,7,-157,-43.98,51.0
David Carrillo,2,98,96.08,51.0
David Carson,10,90,17.65,51.0
David Casey,35,-385,-21.57,51.0
David Chase,253,1397,10.83,51.0
David Chavez,1,49,96.08,51.0
David Clark,1,-51,-100.0,51.0
David Coleman,1,49,96.08,51.0
David Collins,7,143,40.06,51.0
David Conner,1,-51,-100.0,51.0
David Cooley,1,49,96.08,51.0
David Crawford,36,-136,-7.41,51.0
David Cruz,1,49,96.08,51.0
David Cuevas,3,-53,-34.64,51.0
David Daniels,3,-53,-34.64,51.0
David Davis,4,-104,-50.98,51.0
David Dawson,68,532,15.34,51.0
David Dean,31,219,13.85,51.0
David Diaz,2,98,96.08,51.0
David Downs,1,49,96.08,51.0
David Dunn,6,94,30.72,51.0
David Duran,122,-322,-5.18,51.0
David Edwards,36,-436,-23.75,51.0
David Escobar,1,-51,-100.0,51.0
David Farrell,1,-51,-100.0,51.0
David Fernandez,12,-112,-18.3,51.0
David Flores,2,98,96.08,51.0
David Foster,2,98,96.08,51.0
David Frederick,25,25,1.96,51.0
David Garcia,2,-2,-1.96,51.0
David Gardner,5,145,56.86,51.0
David Gilmore,2,-2,-1.96,51.0
David Gomez,10,-110,-21.57,51.0
David Gonzalez,5,-155,-60.78,51.0
David Grant,1,49,96.08,51.0
David Green,2,-2,-1.96,51.0
David Hall,1,-51,-100.0,51.0
David Hamilton,2,-2,-1.96,51.0
David Hansen,1,-51,-100.0,51.0
David Harrison,16,184,22.55,51.0
David Hayden,1,49,96.08,51.0
David Hays,8,-108,-26.47,51.0
David Hendricks,2,-2,-1.96,51.0
David Henson,1,-51,-100.0,51.0
David Howell,1,-51,-100.0,51.0
David Hull,16,-216,-26.47,51.0
David Hunter,1,49,96.08,51.0
David Jackson,5,145,56.86,51.0
David Jenkins,110,190,3.39,51.0
David Johnson,2,-102,-100.0,51.0
David Jones,15,-165,-21.57,51.0
David Kelly DDS,1,49,96.08,51.0
David Kemp,4,-204,-100.0,51.0
David Kennedy,57,-307,-10.56,51.0
David King,30,-130,-8.5,51.0
David Kramer,18,-18,-1.96,51.0
David Krueger,57,-407,-14.0,51.0
David Larsen,1,-51,-100.0,51.0
David Lee,3,-153,-100.0,51.0
David Leonard,32,-132,-8.09,51.0
David Lopez,1,-51,-100.0,51.0
David Lowe,3,-53,-34.64,51.0
David Lucas,1,-51,-100.0,51.0
David Luna,18,-118,-12.85,51.0
David Maddox,1,-51,-100.0,51.0
David Malone,125,-2075,-32.55,51.0
David Marshall,7,-57,-15.97,51.0
David Martin,16,184,22.55,51.0
David May,6,-206,-67.32,51.0
David Mccarthy,4,-4,-1.96,51.0
David Mcdaniel,43,-193,-8.8,51.0
David Mcdonald,3,47,30.72,51.0
David Mclaughlin,1,49,96.08,51.0
David Mcmillan,3,-53,-34.64,51.0
David Mcpherson,10,90,17.65,51.0
David Meadows,2,-2,-1.96,51.0
David Medina,4,-104,-50.98,51.0
David Miller,1,-51,-100.0,51.0
David Mitchell,4,-104,-50.98,51.0
David Moore,1,-51,-100.0,51.0
David Moreno,36,64,3.49,51.0
David Morris,13,37,5.58,51.0
David Morse,321,-1271,-7.76,51.0
David Murphy,60,-560,-18.3,51.0
David Murray,1,-51,-100.0,51.0
David Nelson,1,-51,-100.0,51.0
David Nguyen,6,-106,-34.64,51.0
David Nielsen,2,98,96.08,51.0
David Norton,12,-412,-67.32,51.0
David Nunez,5,145,56.86,51.0
David Olson,46,-346,-14.75,51.0
David Orozco,17,-267,-30.8,51.0
David Ortega,5,-55,-21.57,51.0
David Ortiz,3,-153,-100.0,51.0
David Osborne,2,-2,-1.96,51.0
David Patton,6,-206,-67.32,51.0
David Perry,8,-8,-1.96,51.0
David Phelps,8,-8,-1.96,51.0
David Pierce,1,-51,-100.0,51.0
David Pope,63,-13,-0.4,51.0
David Powell,1,-51,-100.0,51.0
David Pratt,2,-2,-1.96,51.0
David Price,1,49,96.08,51.0
David Ramirez,7,-57,-15.97,51.0
David Ramos,37,-187,-9.91,51.0
David Ramsey,6,-106,-34.64,51.0
David Raymond,13,-63,-9.5,51.0
David Reeves,1,-51,-100.0,51.0
David Roberts,46,54,2.3,51.0
David Robinson,38,-438,-22.6,51.0
David Rogers,2,-102,-100.0,51.0
David Romero,10,-210,-41.18,51.0
David Rose,9,241,52.51,51.0
David Ross,4,-4,-1.96,51.0
David Roy,1,49,96.08,51.0
David Ruiz,8,-8,-1.96,51.0
David Russell,2,-102,-100.0,51.0
David Sanchez,4,-104,-50.98,51.0
David Santos,28,172,12.04,51.0
David Schneider,25,-275,-21.57,51.0
David Shea,4,96,47.06,51.0
David Sheppard,6,94,30.72,51.0
David Simmons,1,-51,-100.0,51.0
David Smith,1,-51,-100.0,51.0
David Solis,1,49,96.08,51.0
David Stewart,3,147,96.08,51.0
David Sullivan,3,-53,-34.64,51.0
David Tapia,1,-51,-100.0,51.0
David Taylor MD,1,49,96.08,51.0
David Thomas,13,237,35.75,51.0
David Thompson,1,-51,-100.0,51.0
David Torres,1,49,96.08,51.0
David Trujillo,2,-2,-1.96,51.0
David Tucker,3,-153,-100.0,51.0
David Vance,12,88,14.38,51.0
David Vasquez,16,-16,-1.96,51.0
David Vega,29,-279,-18.86,51.0
David Wade,1,49,96.08,51.0
David Wagner,35,15,0.84,51.0
David Wallace,29,-379,-25.63,51.0
David Ward,2,-2,-1.96,51.0
David Washington,16,-16,-1.96,51.0
David Werner MD,1,49,96.08,51.0
David West,45,105,4.58,51.0
David White,1,49,96.08,51.0
David Williamson,10,-110,-21.57,51.0
David Wong,7,43,12.04,51.0
David Wright,25,225,17.65,51.0
David Young,14,-114,-15.97,51.0
Dawn Adams,1,-51,-100.0,51.0
Dawn Alexander,1,-51,-100.0,51.0
Dawn Barnett,13,-363,-54.75,51.0
Dawn Barrera,9,-259,-56.43,51.0
Dawn Carter,8,192,47.06,51.0
Dawn Chavez,10,-110,-21.57,51.0
Dawn Fowler,1,-51,-100.0,51.0
Dawn Gamble,2,-102,-100.0,51.0
Dawn Grimes,5,-55,-21.57,51.0
Dawn Hawkins,1,49,96.08,51.0
Dawn Hernandez,1,-51,-100.0,51.0
Dawn Jones,9,-159,-34.64,51.0
Dawn Jordan,3,-53,-34.64,51.0
Dawn Kelly,2,98,96.08,51.0
Dawn Kidd,9,-59,-12.85,51.0
Dawn Lane,1,49,96.08,51.0
Dawn Leonard,1,49,96.08,51.0
Dawn Long,1,-51,-100.0,51.0
Dawn Marshall,4,96,47.06,51.0
Dawn Mccormick,2,-102,-100.0,51.0
Dawn Mendoza,36,-36,-1.96,51.0
Dawn Morris,7,-57,-15.97,51.0
Dawn Mosley,4,96,47.06,51.0
Dawn Norton,2,-102,-100.0,51.0
Dawn Perez,1,-51,-100.0,51.0
Dawn Reid,2,-102,-100.0,51.0
Dawn Rios,57,193,6.64,51.0
Dawn Robles,204,-904,-8.69,51.0
Dawn Rose,2,-2,-1.96,51.0
Dawn Sullivan,1,49,96.08,51.0
Dawn Taylor,4,196,96.08,51.0
Dawn Torres,17,-167,-19.26,51.0
Dawn Tyler,4,-204,-100.0,51.0
Dawn Valencia,1,49,96.08,51.0
Dawn Vasquez,2,-102,-100.0,51.0
Dawn Velasquez,3,-53,-34.64,51.0
Dawn Wilkerson,12,88,14.38,51.0
Dawn Williams,11,-161,-28.7,51.0
Dawn Woods,5,-55,-21.57,51.0
Dawn Young,1,-51,-100.0,51.0
Dean Ball,1,-51,-100.0,51.0
Dean Berry,2,-2,-1.96,51.0
Dean Chandler,7,43,12.04,51.0
Dean Foley,1,-51,-100.0,51.0
Dean Hudson,5,45,17.65,51.0
Dean Lewis,1,49,96.08,51.0
Dean Taylor,4,-4,-1.96,51.0
Deanna Alvarez,1,-51,-100.0,51.0
Deanna Baker,7,-57,-15.97,51.0
Deanna Bates,10,-110,-21.57,51.0
Deanna Benson,1,49,96.08,51.0
Deanna Carpenter,4,196,96.08,51.0
Deanna Carter,1,-51,-100.0,51.0
Deanna Dickerson,5,-55,-21.57,51.0
Deanna Evans,2,-102,-100.0,51.0
Deanna Foster,10,-10,-1.96,51.0
Deanna Lewis,51,-301,-11.57,51.0
Deanna Lozano,5,-55,-21.57,51.0
Deanna Neal,15,-165,-21.57,51.0
Deanna Parker,1,-51,-100.0,51.0
Deanna Todd,10,-10,-1.96,51.0
Deanna Wright,1,-51,-100.0,51.0
Debbie Anderson,9,-59,-12.85,51.0
Debbie Harris,1,-51,-100.0,51.0
Debbie Howard,5,145,56.86,51.0
Debbie Ortiz,2,98,96.08,51.0
Debbie Scott,1,-51,-100.0,51.0
Debbie Vega,5,-55,-21.57,51.0
Debbie Wilson,1,-51,-100.0,51.0
Deborah Blevins,61,89,2.86,51.0
Deborah Buck,11,39,6.95,51.0
Deborah Bush,27,23,1.67,51.0
Deborah Cantrell,2,-102,-100.0,51.0
Deborah Doyle,6,-6,-1.96,51.0
Deborah Finley,1,-51,-100.0,51.0
Deborah Flores,1,49,96.08,51.0
Deborah Forbes,62,-362,-11.45,51.0
Deborah Freeman,68,-168,-4.84,51.0
Deborah Garcia,31,-81,-5.12,51.0
Deborah Gray,2,-102,-100.0,51.0
Deborah Hall,67,-517,-15.13,51.0
Deborah Hancock,153,-3,-0.04,51.0
Deborah Harper,39,-89,-4.47,51.0
Deborah Harrison,5,145,56.86,51.0
Deborah Huff,5,45,17.65,51.0
Deborah Huffman,2,-2,-1.96,51.0
Deborah Hughes,2,-2,-1.96,51.0
Deborah Jackson,1,49,96.08,51.0
Deborah Johnson,38,-38,-1.96,51.0
Deborah Kirk,10,-210,-41.18,51.0
Deborah Knight,2,-2,-1.96,51.0
Deborah Krueger,1,49,96.08,51.0
Deborah Lara,1,49,96.08,51.0
Deborah Lopez,550,2050,7.31,51.0
Deborah Maddox,6,-6,-1.96,51.0
Deborah Mcclain,4,-4,-1.96,51.0
Deborah Mccormick,8,-8,-1.96,51.0
Deborah Mcdonald,1,-51,-100.0,51.0
Deborah Miller,2,-2,-1.96,51.0
Deborah Mitchell,10,-210,-41.18,51.0
Deborah Nichols DVM,13,-363,-54.75,51.0
Deborah Olson,3,-53,-34.64,51.0
Deborah Owen,3,-53,-34.64,51.0
Deborah Padilla,1,-51,-100.0,51.0
Deborah Perez,1,-51,-100.0,51.0
Deborah Pineda,4,96,47.06,51.0
Deborah Ramirez,16,-216,-26.47,51.0
Deborah Rios,1,-51,-100.0,51.0
Deborah Russell,56,144,5.04,51.0
Deborah Sanchez DDS,1,-51,-100.0,51.0
